"id","title","link","description","image_link","blog","tags","date","df_grouping_id"
"article_614623609171","Welk koivoer moet ik kiezen? De complete keuzehulp","https://vijvercentrum.nl/blogs/voeding-voer/welk-koivoer-kiezen-keuzehulp","Het juiste koivoer kies je op basis van drie dingen: de watertemperatuur, de leeftijd en grootte van je koi en het doel dat je hebt (groei, kleur of basisonderhoud). Boven 15 graden geef je eiwitrijk groeivoer, tussen 8 en 15 graden licht verteerbaar tarwekiemvoer en onder 8 graden voer je niet. Daarnaast kies je tussen drijvend en zinkend voer en eventueel kleurversterkend voer. Hieronder loop je de keuze stap voor stap door. Waarom is de watertemperatuur de belangrijkste factor? Koi zijn koudbloedig, dus hun stofwisseling volgt de watertemperatuur. Bij warm water (boven 20 graden) verteren z","","Voeding & Voer","keuzehulp/koi voeren/koivisvoer/koivoer/voeding","2026-05-07T07:00:00Z","article"
"article_614623576403","Welke klussen doe je maandelijks aan je vijver?","https://vijvercentrum.nl/blogs/vijveronderhoud/maandelijkse-vijverklussen-checklist","Maandelijks aan je vijver doe je een vaste set klussen: controleer en reinig je filter en pomp, meet de belangrijkste waterwaarden, verwijder slib en drijfvuil, check het waterpeil en stel de voeding af op de temperatuur. Met ongeveer 45 tot 90 minuten per maand houd je het water helder en je vissen gezond. Hieronder vind je per onderdeel wat je precies doet en waar je op let. Welke filter- en pompcontrole doe je elke maand? Je filter is het hart van de vijver. Spoel mechanische filtermatten een keer per maand uit, maar doe dit met vijverwater en niet met de kraan. Leidingwater bevat chloor da","","Vijveronderhoud","filter reinigen/vijver checklist/vijveronderhoud/vijverstofzuiger/waterwaarden","2026-05-06T12:00:00Z","article"
"article_614623543635","Hoe maak je vijverstenen en folie schoon zonder de vissen te storen?","https://vijvercentrum.nl/blogs/vijveronderhoud/vijverstenen-folie-schoonmaken-zonder-vissen","Je maakt vijverstenen en folie het beste schoon zonder de waterkolom te legen: borstel zichtbare algen en sliblagen los, vang het losgewerkte vuil direct af met een vijverstofzuiger en werk in delen zodat de vissen rustig naar een schoner gedeelte kunnen zwemmen. Vermijd chemische schoonmaakmiddelen en hogedrukreinigers. Zo houd je de waterkwaliteit stabiel en blijft de stress voor je koi of goudvissen minimaal. Waarom mag je de vijver niet zomaar leeghalen om schoon te maken? Het water in je vijver bevat een fijn afgesteld biologisch evenwicht. In de folie, de stenen en het filter leven nutti","","Vijveronderhoud","koi/vijver schoonmaken/vijverfolie/vijveronderhoud/vijverstofzuiger","2026-05-06T07:00:00Z","article"
"article_614624002387","Hoe vaak en hoe maak je het kwartsglas van je UV-C schoon?","https://vijvercentrum.nl/blogs/vijveronderhoud/kwartsglas-uv-c-schoonmaken","Het kwartsglas van je UV-C unit maak je minstens twee keer per jaar schoon: in het voorjaar bij de start en halverwege de zomer. Bij hard water of veel kalk doe je dit vaker, bijvoorbeeld elke 6 tot 8 weken. Een kalk- of algenlaagje op het kwartsglas blokkeert het UV-C licht, waardoor de unit zweefalg en bacterien niet meer effectief bestrijdt en je water troebel wordt. Het schoonmaken kost ongeveer 15 minuten. Hieronder lees je stap voor stap hoe je het veilig en grondig doet. Waarom moet je het kwartsglas schoonmaken? Het kwartsglas zit als een doorzichtige koker om de UV-C lamp en houdt het","","Vijveronderhoud","helder water/how-to/kwartsglas/schoonmaken/uv-c/vijveronderhoud","2026-05-05T12:00:00Z","article"
"article_614623969619","Hoe bescherm je je vijver tegen honden?","https://vijvercentrum.nl/blogs/vijveronderhoud/vijver-beschermen-tegen-honden","Je beschermt je vijver tegen honden door een combinatie van een fysieke barriere, een veilige instap en goede afspraken. Een lage afrastering of dichte beplanting langs de rand houdt de meeste honden weg, terwijl een schuin oplopende rand of een uitklimplaats voorkomt dat een hond die toch in het water belandt verdrinkt of in paniek raakt. Honden en vijvers gaan prima samen, mits je de risico's voor de hond, de vissen en de folie afdekt. Hieronder lees je welke maatregelen echt werken. Waarom is een vijver een risico voor je hond? Een vijver trekt honden aan om te drinken, af te koelen of te s","","Vijveronderhoud","honden/kennis/veiligheid/vijver/vijveraanleg","2026-05-05T07:00:00Z","article"
"article_614623936851","Hoe onderhoud je een vijverfontein?","https://vijvercentrum.nl/blogs/vijveronderhoud/vijverfontein-onderhouden","Een vijverfontein onderhoud je door de pomp regelmatig schoon te maken, de sproeikop te ontkalken en het filter te controleren. Spoel de pomp minstens een keer per maand door en verwijder algen, blad en kalkaanslag uit de fonteinkop. Zo houd je een gelijkmatige straal en voorkom je dat de pomp oververhit raakt of vastloopt. Een goed onderhouden fontein gaat jaren mee en zorgt voor een rustige, mooie waterstraal. Hieronder lees je per onderdeel hoe je je vijverfontein in topconditie houdt. Hoe vaak moet je een vijverfontein schoonmaken? Maak de fonteinpomp in het seizoen minstens een keer per m","","Vijveronderhoud","fontein/fonteinpomp/how-to/ontkalken/vijveronderhoud","2026-05-04T12:00:00Z","article"
"article_614623904083","Hoe spoor je een lek in je vijver op?","https://vijvercentrum.nl/blogs/vijveronderhoud/lek-in-vijver-opsporen","Een lek in je vijver spoor je op door de waterstand systematisch te observeren: laat het water zakken en kijk op welke hoogte het stabiliseert. Daar zit het lek. Stopt het zakken bij de waterlijn van een leiding of skimmer, dan ligt het probleem in het techniekgedeelte. Blijft het water dalen tot ver onder de rand, dan zit het lek in de folie. Met deze methode vind je in een paar dagen de oorzaak, zonder de hele vijver leeg te halen. Hieronder lees je stap voor stap hoe je te werk gaat. Hoe weet je zeker dat je vijver lekt? Een dalende waterstand hoeft niet altijd een lek te zijn. In de zomer ","","Vijveronderhoud","how-to/lek opsporen/vijverfolie/vijveronderhoud/waterverlies","2026-05-04T07:00:00Z","article"
"article_614623871315","Hoe verwijder je een olie- of drijflaag op het vijverwater?","https://vijvercentrum.nl/blogs/vijveronderhoud/drijflaag-olielaag-vijverwater-verwijderen","Een olie- of drijflaag op je vijverwater verwijder je het snelst door de laag op te vangen met keukenpapier, een speciale skimmer of een fijne kunststof mat die de film aan zich bindt. Voor structureel resultaat verbeter je daarna de oppervlaktecirculatie met een skimmer of oppervlakteafvoer. Een drijflaag bestaat uit eiwitten, stuifmeel, voerresten en stof. Pak je alleen het oppervlak aan, dan komt de laag terug. Hieronder lees je stap voor stap hoe je de laag weghaalt en voorkomt dat hij terugkeert. Waardoor ontstaat een olie- of drijflaag op vijverwater? Een drijflaag is meestal geen echte ","","Vijveronderhoud","drijflaag/how-to/olielaag/skimmer/vijveronderhoud/vijverwater","2026-05-01T12:00:00Z","article"
"article_614623838547","Hoe houd je je vijver schoon met zo min mogelijk onderhoud?","https://vijvercentrum.nl/blogs/vijveronderhoud/vijver-onderhoudsarm-houden","Je vijver houd je schoon met zo min mogelijk onderhoud door het systeem vanaf het begin in balans te brengen: een ruim biologisch filter, een UVC-unit tegen zweefalg, voldoende zuurstof en de juiste verhouding tussen water, planten en vissen. Hoe stabieler het evenwicht, hoe minder je hoeft in te grijpen. Onderhoudsarm betekent niet onderhoudsvrij, maar met de juiste basis beperk je het werk tot enkele minuten per week. Hieronder lees je hoe je dat opzet. Hoe leg je de basis voor een onderhoudsarme vijver? Het meeste onderhoud voorkom je bij de aanleg. Kies een ruime vijver van minimaal 5.000 ","","Vijveronderhoud","onderhoudsarm/uvc/vijverfilter/vijveronderhoud","2026-05-01T07:00:00Z","article"
"article_614623805779","Hoe verjaag je ratten bij de vijver?","https://vijvercentrum.nl/blogs/vijveronderhoud/ratten-bij-de-vijver-verjagen","Ratten verjaag je bij de vijver vooral door ze hun voedsel, schuilplaatsen en drinkwater af te nemen. Ruim visvoerresten direct op, sluit voer luchtdicht af en haal rommel en dichte begroeiing langs de rand weg. Ratten komen op makkelijk eten en dekking af. Neem je dat weg, dan trekken ze verder. Aanvullend werken geursporen verstoren, de randen openhouden en het water minder toegankelijk maken. Hieronder lees je stap voor stap hoe je ratten bij je vijver weg krijgt en weghoudt. Waarom komen ratten op je vijver af? Ratten zoeken drie dingen: eten, water en een veilige schuilplaats. Een vijver ","","Vijveronderhoud","ongedierte/ratten/vijveraanleg/vijveronderhoud","2026-04-30T12:00:00Z","article"
"article_614623773011","Hoe voorkom je muggenlarven in je vijver?","https://vijvercentrum.nl/blogs/vijveronderhoud/muggenlarven-in-vijver-voorkomen","Muggenlarven voorkom je in je vijver vooral door beweging in het water te brengen en het oppervlak niet stil te laten staan. Muggen leggen hun eitjes alleen op rustig, stilstaand water. Met een luchtpomp, een fontein of een stromende pomp maak je het wateroppervlak onrustig en wordt het voor muggen onaantrekkelijk om te leggen. Daarnaast helpen vissen die de larven opeten en het weghalen van stilstaande hoekjes. Hieronder lees je welke maatregelen het beste werken. Waarom krijg je muggenlarven in je vijver? Muggen leggen hun eitjes op stilstaand water, vooral in warme, beschutte hoekjes. De la","","Vijveronderhoud","beluchting/luchtpomp/muggenlarven/vijveronderhoud","2026-04-30T07:00:00Z","article"
"article_614623740243","Hoe gebruik je een vijverstofzuiger effectief?","https://vijvercentrum.nl/blogs/vijveronderhoud/vijverstofzuiger-effectief-gebruiken","Een vijverstofzuiger gebruik je het effectiefst door rustig in rechte banen over de bodem te werken, het slib laag voor laag weg te zuigen en het apparaat regelmatig te legen. Begin bij de randen en werk naar het diepste punt toe. Houd de zuigmond net boven de bodem zodat je slib opzuigt maar geen grind of planten meetrekt. Met de juiste techniek haal je in 30 tot 60 minuten het meeste vuil weg zonder het water troebel te maken. Hieronder lees je stap voor stap hoe je dat aanpakt. Hoe bereid je het stofzuigen voor? Zet de stofzuiger op een vlakke ondergrond naast de vijver en zorg dat de afvoe","","Vijveronderhoud","slib verwijderen/vijver schoonmaken/vijveronderhoud/vijverstofzuiger","2026-04-29T12:00:00Z","article"
"article_614623707475","Hoe vaak moet je je vijver schoonmaken?","https://vijvercentrum.nl/blogs/vijveronderhoud/hoe-vaak-vijver-schoonmaken","Een hele vijver hoef je niet vaak schoon te maken. Bij goed onderhoud volstaat 1 grondige beurt per jaar, meestal in het voorjaar of het najaar. Daarnaast doe je elke week of twee weken klein onderhoud: bladafval scheppen, filter spoelen en water testen. Maak je vijver niet vaker volledig leeg dan nodig, want dat verstoort het biologische evenwicht en kost je weken hersteltijd. Hieronder lees je per type schoonmaak hoe vaak het echt nodig is. Hoe vaak moet je je vijver helemaal schoonmaken? Een complete schoonmaak waarbij je water aftapt en de bodem reinigt, doe je hooguit 1 keer per jaar. Bij","","Vijveronderhoud","vijver schoonmaken/vijverfilter/vijveronderhoud/vijverstofzuiger","2026-04-29T07:00:00Z","article"
"article_614623248723","Kan een vijver werken zonder pomp of filter?","https://vijvercentrum.nl/blogs/vijver-aanleggen/vijver-zonder-pomp-of-filter","Ja, een vijver kan werken zonder pomp of filter, mits je hem inricht als een natuurlijk evenwicht zonder vissen of met heel weinig vissen. Planten, micro-organismen en een doordachte opbouw nemen dan de zuivering over. Voor een visloze plantenvijver is dit goed haalbaar. Wil je koi of veel vissen houden, dan is een pomp en filter wel nodig, want hun afval verstoort het natuurlijke evenwicht. Hieronder lees je wanneer het wel en niet kan en hoe je het opzet. Hoe werkt een vijver zonder pomp en filter? In een evenwichtige vijver doen planten en bacteriën het werk dat anders een filter doet. Wate","","Vijver Aanleggen","natuurlijk evenwicht/plantenvijver/vijver zonder filter/vijver zonder pomp/vijveraanleg","2026-04-28T12:00:00Z","article"
"article_614623215955","Welke pomp en filter heb je nodig voor een nieuwe vijver?","https://vijvercentrum.nl/blogs/vijver-aanleggen/pomp-en-filter-voor-nieuwe-vijver-keuzehulp","Voor een nieuwe vijver kies je een pomp die het hele watervolume minstens één keer per twee uur rondpompt, en een filter dat is berekend op je vijvervolume en het type bewoners. Een vijver van 5.000 liter zonder vissen heeft een pomp van ongeveer 2.500 liter per uur en een basisfilter nodig. Met koi reken je ruimer en kies je een drukfilter of meerkamerfilter met UV-C. Hieronder lees je hoe je pomp, filter en UV-C op elkaar afstemt voor jouw situatie. Hoe groot moet de pomp voor je vijver zijn? De vuistregel is dat de pomp het volledige vijvervolume elke twee uur rondpompt. Bij 5.000 liter bet","","Vijver Aanleggen","keuzehulp pomp filter/nieuwe vijver/UV-C/vijverfilter/vijverpomp kiezen","2026-04-28T07:00:00Z","article"
"article_614623183187","Hoe leg je een natuurvijver aan voor kikkers en libellen?","https://vijvercentrum.nl/blogs/vijver-aanleggen/natuurvijver-aanleggen-kikkers-libellen","Een natuurvijver voor kikkers en libellen leg je aan met flauw aflopende oevers, inheemse waterplanten en geen vissen. Graaf een vijver met zones van 0 tot 20 centimeter aan de randen en een diep deel van 60 tot 80 centimeter in het midden. Gebruik EPDM-folie, vul met regenwater en plant zuurstof- en oeverplanten. Binnen één tot twee seizoenen vinden kikkers, padden en libellen vanzelf hun weg. Hieronder lees je stap voor stap hoe je dat aanpakt. Waarom is een natuurvijver zo aantrekkelijk voor kikkers en libellen? Amfibieën en libellen zoeken stilstaand, zonbeschenen water zonder vissen. Viss","","Vijver Aanleggen","ecologische vijver/kikkers/libellen/natuurvijver aanleggen/vijveraanleg","2026-04-27T12:00:00Z","article"
"article_614623150419","Hoe bereken je hoeveel water er in je vijver zit?","https://vijvercentrum.nl/blogs/vijver-aanleggen/vijvervolume-berekenen-hoeveel-liter","Het watervolume van je vijver bereken je met lengte x breedte x gemiddelde diepte x 1000. Die uitkomst is het aantal liters. Voor een vijver van 3 meter lang, 2 meter breed en gemiddeld 0,6 meter diep kom je zo op 3 x 2 x 0,6 x 1000 = 3.600 liter. Bij een ronde of onregelmatige vorm gebruik je een aangepaste formule of meet je gewoon mee tijdens het vullen. Hieronder lees je per vijvervorm hoe je het precies aanpakt. Welke basisformule gebruik je voor een rechthoekige vijver? Voor een rechthoekige of vierkante vijver vermenigvuldig je lengte, breedte en gemiddelde diepte in meters. Die uitkoms","","Vijver Aanleggen","hoeveel liter vijver/vijver inhoud/vijveraanleg/vijvervolume berekenen/water meten","2026-04-27T07:00:00Z","article"
"article_614623117651","Hoe maak je een vijver kindveilig?","https://vijvercentrum.nl/blogs/vijver-aanleggen/vijver-kindveilig-maken","Een vijver maak je kindveilig met een combinatie van een fysieke barrier en goed zicht. De meest effectieve oplossing is een stevig hekwerk van minimaal 1,1 meter hoog met een zelfsluitend poortje, eventueel aangevuld met een onderwaterrooster vlak onder de waterspiegel. Kinderen onder de 4 jaar kunnen al verdrinken in 5 tot 10 centimeter water, dus losse maatregelen zijn niet genoeg. Hieronder lees je welke opties er zijn en hoe je ze slim combineert. Hoe gevaarlijk is een vijver echt voor jonge kinderen? Een kind van 1 tot 3 jaar is het meest kwetsbaar. Het zwaartepunt zit hoog, waardoor een","","Vijver Aanleggen","kinderen/onderwaterrooster/vijver kindveilig/vijver veiligheid/vijveraanleg","2026-04-24T12:00:00Z","article"
